user_id,actual,own_rec_baseline
95,"[ 6534178   883404   887428   908531   920971   948622   995242  1028705
  1090587   841220   842140   848015   849018   914190   922561   995134
  1018740  1041796  1045337  1051283  1054851  1081582  1082185  1088771
  1117473  1128812  6534035  8090519 10341697 13506016 13877256 14025033
 14025138 15596948 15741787 15800767   935646   979707   985579   996287
  1085357   910745  1014948   823704   833025   835279   849843   861792
   910673   913459   923746   931136   981086  1016377  1036431  1042907
  1045966  1056982  1067820  1068561  1078100  1085229  1123842 12263172
 12984929  1019820 12949590]","[1088771, 922561, 6533889, 1116770, 848015]"
97,"[  844179   860776  1003838  1040842  1075368  1093966 13416783 15506577
  6534178   821032   831063   840361   867389   871754   902659   912620
   930917   944466   952408   954347   995242  1000736  1016276  1082185
  1082311  1083111  1137775  9297017 13876940 15717031 15926886   822407
   855310   870547   923746   961554   962568  1016800  1026346  1031633
  1042907  1089025  1096036  1099164  1122358  7441102]","[1060318, 1060292, 1114765, 1031892, 898847]"
98,"[  879755   862349   905942   921836   958700  1001827  1048483  1113588
  1128647   866211  1016489   879948   945779   883661   928049  7024853
  1001460   860469  6554188   909338   914967  1022529 15597131   966103
   853622   913089  1061220  1120443  8019681   893437   903567  1012913
  1134522  8205731  9673980   913202  9527158 12648967 12670071  1009343
   847241   861701  1058997  1080884  1095040  1108412  5568197  7167249
  7440663   958061 15972392   942088  1091858   993617  9526886 15972479]","[1091858, 1018278, 847241, 1077975, 1095040]"
99,"[  969568  1036431  1116624   824073   833715   845705   848356   850614
   863885   866211   868953   870933   873324   883404   896446   898601
   903931   909894   916487   916993   917839   918368   920288   940947
   945294   947849   948254   950439   952317   956200   964968   978974
   983897   988693   989249   992151   995242   995628  1003838  1026094
  1038467  1058779  1062453  1076056  1080110  1082185  1084597  1085031
  1094955  1096036  1104481  1108713  1111230  1117556  5568378  5587656
  5591103  9297570  9571047  9677109  9836460 10457044 10457237 12782182
 13133557 15830972  7024927  7025202  1121360 13038647]","[824073, 1026094, 1015474, 5582789, 871162]"
100,"[  828713   840640   849843   851226   851287   863436   863762   867020
   868088   891752   907631   920025   922907   929668   929751   931671
   940108   943827   947107   948748   985999   993617   999730  1031065
  1034405  1034838  1039876  1043506  1054644  1057256  1068745  1080472
  1085780  1089225  1103975  1111786  1116096  1118235  5568197  5995597
  7167853  9297224  9828745  9831845 12810393 13133815 15595822 15596568
 15716720 15971953 15972479 17249638 17290700 17290931]","[947107, 1117964, 939965, 9526185, 896666]"
101,"[  821083   993804  1042616  5586918   866227   985119   986327  1057777
  1106523  1133018   862349   897954   899624   907014   916122   917826
   948232   950898   951855   970605   973861  1056509  1081177  1082185
  1110292  5592772 12523982 12731432 13213108 13213241  8090509  8090521
 15973034  6533765  6534178  6463717 13213029]","[1123106, 929410, 1080867, 931108, 1079820]"
103,[ 930545 1004122 7409845],"[961846, 1102003, 1089766, 10149656, 1048237]"
104,"[  847982   853489   865751   961554   962568   986709  1006027  1036347
  1094693  1115874  5567588  9365750   909894   995242  5564526  9214953
   844165   862732   893501  1036501  1053690 17903196  1021164  5978648
   820165   822241   822407   835098   837751   838186   840361   842140
   845675   848071   854852   856772   861819   870128   885406   886787
   890882   893851   901062   904236   906335   907418   907631   908064
   908531   911215   913794   919534   921504   930917   930955   933835
   937406   938478   938566   940766   945090   948254   951526   955587
   956609   962991   963680   965766   970030   973673   976463   979707
   982790   983310   984491   989075   995785   995896  1002261  1008324
  1008787  1011300  1016709  1018859  1019099  1022003  1027168  1030251
  1033234  1033845  1039464  1042438  1044078  1050229  1053612  1053763
  1062002  1067749  1069506  1075470  1081919  1082185  1086713  1097610
  1101502  1103902  1109948  1123035  1131321  1132006  1132771  1139493
  5568378  5569327  5978656  6533437  6534069  6534657  6772702  6904357
  6904409  6904423  7025250  8290587  9445671  9831469  9837065 12385374
 13189944 13945244 13986239 13987006 13987135 16770156 16809649 17178955
   860776  1009270  1074333  1123022  6034857  6039787 13007434 13008469
 13842160   822470   837098   842126   843944   850841   866211   871563
   879948   890455   890513   900698   986393  1021108  1029313  1029968
  1043751  1054262  1058554  1068093  1069003  1071554  1080414  1108092
  1133926  1135568  1136988  6534873  7167218  8069230  8090509  8090536
  8090537  8160319  9802529  9858585 12577242 12604853 15452032   963971]","[1002261, 869252, 1120616, 975938, 1031419]"
105,"[  866227   879755  1005186   831712  1102959   830677   852572   916909
  1010019 15596126  1131047   831509   831815   838563   853904   903674
   906838   914190   926900   941741   965766   979746   996574  1063364
  1077276  1110292  1119879  1122568  1133827  5570408  6632589  8160319
 10149761 15630096  1069714  1082185  7410051   913794   923746 12457091
   981086   986947  1123842  5569327  5578643  5583547  5584100  5584847
  5585186  5585966  5586955  7410342  7440665 15926725 15972711 16809467
 17968584 18005477   824555   828857   849003   850841   853553   877601
   882108   887529   934131   934503   960253   997200  1036431  1041984
  1050131  1053763  1054644  1060363  1074524  1082311  1135768  7166817
  7443306 10204556 12949524 13008412 18001962   845208   847753   854520
   869868   896369   923673  1055283  1056762  1061394  1077410  1081421
 15972229 18119016]","[897413, 1135868, 1059308, 1029112, 946276]"
106,"[ 6534178   842995   890610  1079414  9835265 13417842   849843   965842
  1005274  1040693  1049253  1071277  1092303  6534074 13115754   830463
   844179   847270   870515   892844   900964   901666   905340   907652
   916122   937301   953713   962568   963680   977873   982955   988778
   992128  1005456  1015132  1019497  1026118  1065662  1085601  1093413
  1119051  7410215  8090521 12525256  1043301  5564785  7467081  8011291]","[1071446, 1116050, 1027960, 975938, 906844]"
107,[ 916381 1037840],"[841365, 879734, 1047393, 1090931, 999625]"
109,"[  820165   824005   837012   845319   853354   859427   908531   916122
   919535   937371   937614   947068   951412   989101   991747   995645
  1047486  1055504  1057598  1082185  1093571  1106601  1111986  1134161
 13158971 14025185   850529   855138   862488   889731   903443   919902
   927265   999858  1025759  1026118  1077703  1103975  1133072  6464166
  8090946 10285335 12301720 12384564 13006868 13512837   852035   897907
   899589   906309   962568   979707  1034499  1041157  1044068  1046756
  1047944  1053875  1079292  1090838  1095100  5592736 10204545 12301100
 13842214 15629733 15973328]","[1070803, 921920, 856215, 927265, 996955]"
110,"[  834484   845208   845969   849843   859075   860776   877935   919948
   922318   927191   929309   929668   947107   953476   992999   995785
  1021715  1031584  1044078  1056651  1058779  1062966  1065211  1070015
  1073546  1081582  1091499  1096036  1098066  1119089  1123792  1127758
  1133018  8019716  9836460 12648294 12648607 12946027  6534178   998621
   875252  1031833  1069621   844165   994149  1084331  1104649   951590
  1020210  1106523]","[1559515, 857902, 928749, 863351, 1132198]"
111,[  840601   879948   927004  6602327  8090536 12263027 12811532 13095292],"[9677874, 8090550, 5566809, 832976, 932179]"
112,[ 6534178   909972  1043035 12384177  7168026  8160474   996701  6463480],"[1022066, 1011300, 905436, 9803545, 917033]"
113,"[  833458   840361   858424   912141   947427   999104  1004909  1018769
  1024879  1062404  1070820  1098946  6442992  9831953 10149597 12188195
 13213669 16769802   822049   823565   827261   833025   839419   844054
   845208   849809   851226   860776   863780   872137   879635   880253
   882717   886814   889774   890344   893501   893739   907014   908846
   912553   924014   948102   950463   954216   987724  1018339  1035386
  1035843  1036262  1044759  1047076  1055459  1064797  1067749  1075214
  1083846  1084613  1104205  1107973  1131602  5590999  6034857  6553237
  8019087  8019628  8203451  9836460 12385375  6534178   855356   903517
   907099   934503   944065   962568   969252  1009449  1077555  1111562
  1136257  6904463  7461889  9368501  9676820 10121965 10344586 12673243
 12757217 13008462 13511762 15567459 15926886   837644   838867   844179
   866227   896083   904236   927011  1014948  1031864  1068504  1075536
  1089766  1119112  6979518  7025204  7099176  7410348  9296922 13512760
 16729299 17330255   825365   828248   829550   830965   834988   844991
   859427   861074   866573   878996   901062   909811   913210   924305
   929668   962970   993698  1001277  1002724  1005961  1015597  1016966
  1026118  1056620  1073569  1080841  1082185  1087167  1098485  1113274
  1123842  1125272  1139184  6463727  7168521  7410071  9878849 10141609
 12171991 13008042 13876725 15741426 17249791]","[1018339, 947427, 6772833, 968774, 1083628]"
114,"[  859010   907861   925425   927783   945611  1025589  1046689  1095040
  1107973  1119993  5568489  6034973  9221349   853293   869573   870177
   877358   896369   931035   937691   948953   949684   976998  1018151
  1029743  1044078  1060388  1084490  1116096  1132814  6463523  6463607
  6979221  7025203  8019716  8181516  9337214  9527325 12187690 12351929
 13115944 13512668 13512989 15686963 15687114 15827180   822346   833715
   903230   906631   948748   972456  1018859  1029513  1040935  1044665
  1079292  7167687  8249227  9676948 10150194 15926775]","[934848, 5568489, 977791, 926011, 875392]"
115,"[  994783   851287   862854   878215   883819   890909   892117   903350
   912451   927191   949120   965683   971660   973086  1007259  1031447
  1038721  1055646  1055915  1058997  1068832  1079292  1089954  1093966
  1096317  1110721  1113189  1132198  1133018  1133312  5567605  5978656
  6463559  7147142  9527159  9827565 12301109 15596456 15596488 15596657
 15741662 15927502  6534178   822346   825970   830615   833715   836286
   839262   843127   849843   853178   858006   861279   867931   881708
   895317   897733   908531   913210   944929   947858   968417   981760
   989275   991874   996458  1000806  1003188  1012043  1016421  1022003
  1027168  1031892  1060437  1069522  1077359  1093922  1117556  1123720
  1134294  1138854  7152889  7410290  9827666 10312139 12523757 12731583
 12731714 13213055 13213567 13416285 13910935 15596514 15686797   905308
   913785   918598   968759   973890  1021519 17990988]","[918598, 989275, 1093966, 1137507, 7154535]"
116,[ 850058  923746 1037863 5588290],"[1014732, 1019637, 1013703, 1075305, 1010424]"
117,"[  820165   825295   834102   845705   851226   892618   941052   962229
   964813   974904   982429   992010  1002765  1004390  1005902  1026406
  1030967  1053474  1053875  1056651  1082185  1101175  1101932  1135460
  9420312  9858742 14025398 15715907   848329   864617   867188   869904
   928589   930179   942151   961791   991580   995242   995598  1011427
  1019643  1069621  1108775  1123621  7167836 13157928 13877113]","[1056651, 1125948, 1089392, 929410, 852360]"
118,"[  825753   845208   850562   856788   893018   897953   898867   909638
   915617   918335   933904   943858   943895   965208   966695   989931
   995785  1003178  1006184  1011572  1023196  1027960  1030182  1048893
  1054945  1058997  1060388  1082185  1087755  1100125  1110142  1135460
  1135476  6554517  6772859  9524291  9803601  9911484 12132513 13213605
 15716084 15716120 15716597 15716608 15972905   826272   835004   926318
   938849   954077   875108  1048747 13944991]","[1083043, 897409, 1105769, 1048893, 967569]"
119,"[  820361   872066   938566   946276   960732   989918  1131488  5978656
  6554307 12330856  1032967   879280   880957   881853   908846   940947
   962568   995242  1092748  9526628 12525019 14025020   843744   999581
  1019078  1023466  1082185  1116663 13038913 15972392]","[1119399, 5565664, 1033913, 818980, 9526628]"
